IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,A:min,9,VI,min,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,F:maj,5,IV,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,F:maj,5,IV,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,D:maj,2,II,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,D:maj,2,II,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,G:maj,7,V,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,G:maj,7,V,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,C:maj,0,I,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,A:maj,9,VI,maj,7,0
IDon'tmind,JamesBrown,1961,6/8,A:maj,9,VI,maj,7,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Db:maj/5,5,IV,maj/5,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,G:hdim7,11,VII,hdim7,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7,4,III,7,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7,4,III,7,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min/b3,9,VI,min/b3,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Bb:min7,2,II,min7,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Eb:7,7,V,7,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,G:hdim7,11,VII,hdim7,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7,4,III,7,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min/b3,9,VI,min/b3,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:7/5,4,III,7/5,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,F:min,9,VI,min,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Bb:min7,2,II,min7,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,C:min7,4,III,min7,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Eb:11,7,V,11,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Eb:maj,7,V,maj,0,0
You'vegotaFriend,RobertaFlackandDonnyHathaway,1971,4/4,Ab:maj,0,I,maj,0,0
TheRose,BetteMidler,1980,4/4,C:5,0,I,5,2,4
TheRose,BetteMidler,1980,4/4,C:5,0,I,5,2,4
TheRose,BetteMidler,1980,4/4,C:5,0,I,5,2,4
TheRose,BetteMidler,1980,4/4,C:5,0,I,5,2,4
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj,2,4
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3,2,4
TheRose,BetteMidler,1980,4/4,F:maj/3,5,IV,maj/3,2,4
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3,2,4
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj,2,4
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj,2,4
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3,2,4
TheRose,BetteMidler,1980,4/4,F:maj/3,5,IV,maj/3,2,4
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3,2,4
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj,2,4
TheRose,BetteMidler,1980,4/4,C:maj/7,0,I,maj/7,2,4
TheRose,BetteMidler,1980,4/4,F:sus2/3,5,IV,sus2/3,2,4
TheRose,BetteMidler,1980,4/4,F:maj/3,5,IV,maj/3,2,4
TheRose,BetteMidler,1980,4/4,F:maj/9,5,IV,maj/9,2,4
TheRose,BetteMidler,1980,4/4,G:7,7,V,7,2,4
TheRose,BetteMidler,1980,4/4,C:maj,0,I,maj,2,4
TheRose,BetteMidler,1980,4/4,G:maj/3,7,V,maj/3,2,4
TheRose,BetteMidler,1980,4/4,F:maj/3,5,IV,maj/3,2,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min,1,4
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min,1,4
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min,1,4
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min,1,4
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:min7,7,V,min7,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj/5,0,I,maj/5,1,4
AnInnocentMan,BillyJoel,1984,4/4,Bb:maj/5,10,bVII,maj/5,1,4
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min,1,4
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min,1,4
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,C:maj,0,I,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min,1,4
AnInnocentMan,BillyJoel,1984,4/4,D:min,2,II,min,1,4
AnInnocentMan,BillyJoel,1984,4/4,F:maj,5,IV,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj,1,4
AnInnocentMan,BillyJoel,1984,4/4,G:maj,7,V,maj,1,4
Lookin'forLove,JohnnyLee,1980,4/4,E:min,2,II,min,5,3
Lookin'forLove,JohnnyLee,1980,4/4,F#:min,4,III,min,5,3
Lookin'forLove,JohnnyLee,1980,4/4,G:maj,5,IV,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,A:maj,7,V,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,E:min,2,II,min,5,3
Lookin'forLove,JohnnyLee,1980,4/4,F#:min,4,III,min,5,3
Lookin'forLove,JohnnyLee,1980,4/4,G:maj,5,IV,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,A:maj,7,V,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,A:maj,7,V,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,G:maj,5,IV,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,G:maj,5,IV,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,D:maj,0,I,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,D:maj,0,I,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,G:maj,5,IV,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,D:maj,0,I,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,A:maj,7,V,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,A:maj,7,V,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,G:maj,5,IV,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,G:maj,5,IV,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,D:maj,0,I,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,D:maj,0,I,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,G:maj,5,IV,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,D:maj,0,I,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,A:maj,7,V,maj,5,3
Lookin'forLove,JohnnyLee,1980,4/4,A:maj/b7,7,V,maj/b7,5,3
Lookin'forLove,JohnnyLee,1980,4/4,A:maj/13,7,V,maj/13,5,3
